title,text,
"Top cryptocurrency news on November 07: Major developments on Bitcoin, NFTs & investment - Moneycontrol.com","A daily round-up of the most interesting articles on cryptocurrencies like Bitcoin, Ethereum and Tether to help jump-start the day.",
"Honda’s new SUV ZR-V to debut next week, likely to replace WR-V in India soon - HT Auto","Honda’s new SUV ZR-V, based on City platform, likely to replace WR-V in India soon: Honda has confirmed that the new SUV, based on the same platform used for Honda City, will break cover on November 11. Seen as a replacement model for WR-V, the new Honda SUV …",
Pakistan accepts costliest-ever LNG cargo amid gas crisis - DAWN.com,Pakistan LNG Limited floats emergency bids for November after two firms default on their commitments.,
M-cap of eight of top-10 most-valued companies jumps over Rs 1.18 lakh crore - Moneycontrol.com,"A special one-hour Muhurat trading session was held on Diwali (November 4) to mark the beginning of the traditional Hindu calendar year, called 'Vikram Samvat'.",
"Sensex Rises Over 1% In Diwali Week, Makes A Comeback After 2 Weekly Losses - CNBCTV18",Sensex and Nifty50 rose more than one percent each in the holiday-shortened week that ended with a special one-hour session on Diwali.,
"Tech giants prepare for metaverse, a concept that’s still in the making - The Indian Express","If Facebook wants to build the metaverse, Microsoft wants its mesh platform to be a core link that connects many virtual environments together.",
Why Did Shiba Inu Cryptocurrency Suddenly Rise To Prominence? - NDTV Profit,Shiba Inu was created in August 2020.,
"Paytm, Sapphire Foods, Latent View Analytics IPOs open this week. Details here - Mint","The IPOs of Paytm, Sapphire Foods India and Latent View Analytics are scheduled to open on November 8, November 9 and November 10, respectively.",
Tata Punch Accomplished trim with Dazzle pack in a walkaround video - CarToq.com,Tata launched their all-new product Punch micro SUV in the market. The micro SUV from Tata Punch is currently the safest car in the country. It had scored the highest at Global NCAP crash test. Tata Punch competes with cars like Mahindra XUV700 and Maruti Ign…,
Binance BNB Price Analysis: BNB Coin close in on ATH amid Porto FC partnership - Coingape,"Binance, the world’s largest crypto exchange announced a multi-year partnership with one of Europe’s top professional football clubs - FC Porto. As an official Fan Token Partner for FC Porto, the club’s Fan Token will be issued via the Binance Launchpad, ther…",
"Telecom to do better in next 2 yrs, don’t miss digital companies: Raamdeo Agrawal - Economic Times",“We are booking our space in a few of the digital companies but we are very cautious in terms of what we are buying.”,
"Hyundai Diwali Discounts Nov 2021 – Santro, i10 Nios, Aura, Kona - GaadiWaadi.com",Hyundai India is offering deals and benefits worth up to a maximum of Rs. 1.5 lakh on its vehicles this Diwali season,
"Post demonetisation, notes in circulation on rise; so are digital payments - Moneycontrol.com","Five years after the demonetisation, currency notes in circulation continue to rise albeit at a slower pace even as digital payments surge with more and more people embracing cashless payment modes.",
Data breach at CDSLs KYC arm exposed 43.9 mn investors details: CyberX9 - Business Standard,"A vulnerability at a CDSL subsidiary, CDSL Ventures Limited, has exposed personal and financial data of over 4 crore Indian investors twice in a period of 10 days, according to startup CyberX9.",
Trade setup for Monday: Top 15 things to know before Opening Bell - Moneycontrol.com,"We believe 18,050 (20-Day SMA) will act as a strong resistance in the near future, said Karan Pai of GEPL Capital.",
JLR expects gradual recovery in semiconductor situation to begin in second half of FY22 - Moneycontrol,The British multinational automotive company in the meantime will continue to take steps to contain the impact of the shortage on its operations across the globe.,
Future Retail independent directors ask CCI to revoke nod for Amazon-Future Coupons deal - Moneycontrol.com,"Independent directors write to Competition Commission alleging that Amazon concealed information that it was acquiring strategic, material and special rights over Future Retail.",
Mahindra XUV700 and Tata Safari in an interior space comparison - CarToq.com,"Mahindra XUV700 was one of the anticipated SUV from the manufacturer this year. Mahindra surprised everyone with the pricing of XUV700 and it received an overwhelming response from customers for the same reason. It now competes with cars like Hyundai Alcazar,…",
"EV maker Rivian boosts IPO price range, aims for $65 billion valuation - Moneycontrol.com","The company, which last month disclosed nearly $1 billion in losses for the first half of this year, said it will sell 135 million shares at a price range of between $72 and $74 each and raise nearly $10 billion.",
"BTC, DOGE and SHIB Price Analysis for November 7 - U.Today",How great are the chances to see a continued rise of the meme coins?,
Honda City Based Midsize SUV Concept To Be Revealed On Nov 11 - GaadiWaadi.com,Honda midsize SUV based on the City sedan is expected to be powered by the familiar 1.5-litre i-VTEC petrol engine,
Google's philanthropic arm announces $2.5 million grant to 3 Indian nonprofits for women empowerment - Moneycontrol,Google had earlier announced plans to support 1 million rural women entrepreneurs in the country as part of its 'Women Will' programme,
"Buy now, pay later set to surge over ten-fold in India - Economic Times","Redseer estimates India's BNPL market will rocket to $45-50 billion by 2026 from $3-3.5 billion now. The research firm also estimates that the number of BNPL users in the country may rise to 80-100 million customers by then, from 10-15 million currently.",
Gainers & Losers: 10 stocks that moved the most on November 8 - Moneycontrol.com,"Except pharma and bank, all sectoral indices ended in the green with capital goods, PSU bank, IT, metal, power, oil & gas and realty indices were up 1-2 percent. The BSE midcap index rose 1.2 percent and smallcap index added 0.78 percent",
Square Enix Contemplates 'Robust Entry' Into Blockchain Games as Part of Business Strategy – Bitcoin News - Bitcoin News,"Square Enix, a leading gaming company, acknowledged the importance of blockchain gaming and NFTs for the future of the company.",
"Shiba Inu Sees Record Speculative Frenzy, Snaps 5-Week Winning Trend - CoinDesk",Previous episode of speculative frenzy in SHIB paved the way for a 90% price crash.,
Elon Musk may sell $21 billion Tesla stock after Twitter poll says 'Yes'; analysts warn of share price fall - The Financial Express,null,
"Motherson Sumi Systems' board approves fundraising of up to Rs 1,000 crore via NCDs - Moneycontrol","The company’s board of directors in its meeting held on Monday approved the issuance of rated, listed, unsecured, redeemable NCDs of a face value of Rs 10 lakh each, Motherson Sumi Systems Ltd said in a regulatory filing.",
"Britannia Q2 results: Consolidated PAT slumps 23% YoY, misses estimate; sales rise 5.5% - Economic Times","Britannias consolidated total revenue from operations, however, rose 5.5 per cent on-year to Rs. 3,607.4 crore for the reported quarter, which was largely in line with estimates.",
Why CCI should revoke the Amazon-Future Coupons deal. Legal experts weigh in - Moneycontrol,"The competition regulator has the grounds and powers to revoke the deal because Amazon had concealed and misrepresented facts, experts said. Moreover, the way in which the US company acquired indirect rights and veto power over a listed company falls foul of …",
"Closing Bell: Sensex jumps 480 points, Nifty above 18,000; IndusInd Bank slumps - CNBCTV18","Share markets closed over 0.8 percent higher today led by buying in media and PSU Bank stocks. The 30-scrip Sensex closed at 60,545, as it rose 477 points and the Nifty50 index surged 150 points to end at 18,068. The broader markets outperformed the benchmark…",
"Stock exchanges to start T+1 settlement cycle from Feb 25, 2022 in phases - Business Standard","Bottom 100 stocks by m-cap to be transitioned first, followed by next bottom 500 stocks in March 2022; phase-wise transition to give all market participants, including FPIs, time to shift",
BMW cars lose touchscreen feature due to chip shortage - Team-BHP,"BMW seems to be the latest carmaker that has been affected by the global chip shortage. According to a media report, the chip shortage has forced the German brand to remove the touchscreen functionality on its centrally-mounted infotainment unit. The removal …",
Hyderabad-based Olectra bags Rs 140-crore order from APSRTC - Telangana Today,"Hyderabad-based electric bus manufacturer, Olectra Greentech, part of MEIL Group, has received the letter of award",
Kotak Mahindra Bank announces new home loan interest rates. All you need to know - Mint,"These rates will be applicable for both fresh home loans and balance transfers, and are are available across all loans amounts",
Paytm CEO Visits Tirupati Temple Ahead Of Historic IPO - NDTV,"Paytm is going to utilise the returns from the IPO for various activities like ""acquisition of consumers and merchants and providing them with greater access to technology and financial services"".",
"90% south central Mumbai properties unsold despite low loan rates, stamp duty cuts - Moneycontrol","There are 10,700 housing units currently available for sale in this region, which was formerly the mill land and hence created huge opportunities for development, the report by Anarock Group, a real estate consultancy firm, said.",
"Paytm IPO will be a big event for SoftBank, says Masayoshi Son - Moneycontrol.com","SoftBank had first led a $1.4 billion round in Paytm in 2017, valuing it at $7 billion. It led subsequent rounds too, and its current holdings are worth over 2 times what it has invested.",
"IIFL Mutual Fund launches quant fund, NFO open till November 22 - Moneycontrol.com","A quant fund, also known as a smart-beta fund in industry parlance, uses a combination of rules to pick investment ideas.",
Mahindra XUV700 outsells Tata Harrier & MG Hector - CarToq.com,"The XUV700 has been an incredible success for the Mahindra. The new SUV has outsold its competitors. Mahindra XUV700 goes against Tata Harrier, MG Hector, Hyundai Alcazar and Tata Safari. Mahindra has discontinued the XUV500 and XUV700 replaces the XUV500 in …",
"On Paytm's big IPO day, Zomato, BigBasket send ""dahi shakkar, basket full of luck"" - Moneycontrol.com","Paytm IPO: On Day 1 of bidding, Paytm’s Rs. 18,300-crore IPO was subscribed 10 per cent, receiving bids for 48.82 lakh equity shares against the offer size of 4.83 crore shares.",
All-new Maruti Suzuki Celerio to be launched in India on 10 November - CarTrade.com,"Maruti Suzuki is preparing to launch the new generation Celerio in India on Wednesday, 10 November 2021. This new Celerio not only uses a new platform - New-gen Celerio News at CarTrade.",
"Divi's Labs pinched by rising costs, slowing generic sales - Mint",Jefferies has downgraded its rating on the Divi's Labs shares to Hold and has downgraded its price target,
Reliance exits shale gas business in US - Mint,Reliance Eagleford Upstream Holding sold its interest in certain upstream assets in the Eagleford shale business in Texas,
Byju’s borrows $1.2 bn to spend on acquisitions - Mint,"The decision has been approved by the board of Think & Learn Pvt. Ltd., the parent entity which owns the Byju’s brand",
"Bill Gates Might Have Been Richer Than Musk, Bezos Combined If... - NDTV",Bill Gates might have ended up richer than Elon Musk and Jeff Bezos combined by hanging onto Microsoft Corp. rather than selling.,
"Freshworks employees, others to sell shares worth over $500 million - Moneycontrol",Girish Mathrubootham-led Freshworks had become the first Indian SaaS firm to go public on the US stock exchanges in September this year.,
Zerodha's Nithin Kamath shares his take on this adage on nice guys. See post - Mint,"“People root for you when you are genuinely nice to everyone you interact with without any expectation,” Zerodha co-founder Nithin Kamath posted on Twitter",
"Zoomcar raises $92 million from SternAegis Ventures, others - Moneycontrol.com",Zoomcar intends to use the proceeds from this financing to grow its car sharing marketplace in India and various select markets across Asia and the MENA (Middle East and North Africa) region.,
Facebook now Meta? Enter the fully immersive Polker metaverse — don’t miss out - Cointelegraph,"Ahead of the highly anticipated launch of its play-to-earn (P2E) game, Polker has is set to begin the rollout of its metaverse",
Gold price at a two-month high but $1835 is the major test – Saxo Bank - kitco.com,Kitco News' general-interest stories takes a look at what is making headlines in the marketplace and how that is impacting precious metals prices,
Centre likely to move modified cryptocurrency bill at start of Parliament's Winter Session - Moneycontrol.com,Sources told CNBC TV-18 that finance ministry officials are working towards modifying the proposed cryptocurrency legislation.,
V-Mart Retail Q2 loss at Rs 14 crore - Moneycontrol.com,"The value fashion and lifestyle products retailer had posted a net loss of Rs 18.96 crore in July-September period a year ago, it said in a regulatory filing.",
Elon Musk: I'll sell 10% of Tesla stock based on Twitter poll - Times of India,International Business News: Tesla shares slumped about 5% in premarket trading after its CEO Elon Musk said he would sell 10% of his holdings _ about $20 billion worth _ in the e,
"RBI puts restrictions on Babaji Date Mahila Sahakari Bank, imposes Rs 5,000 withdrawal limit - Moneycontrol",This is the latest instance of the central bank clamping down on a co-operative bank.,
Ola Electric Scooter Performing Stunts - Ready To Serve The Champions - RushLane,Ola Electric CEO Bhavish Aggarwal has shared a new video on social media which showcases the performance capabilities of Ola electric scooter.,
'Higher Diesel Prices to Shave off Transporters' Profitability Despite Improvement in Freight Rates' - News18,"Rating agency Crisil in the report said that even at the new level since October, the freight rates are still below the levels seen in the closing quarter of the last fiscal",
Wockhardt Q2 net profit zooms over 11-fold to Rs 37.17 crore - Moneycontrol.com,"The company had posted a net profit of Rs 3.29 crore for the corresponding period of the previous fiscal, Wockhardt said in a regulatory filing.",
"India’s financial inclusion metric higher than China, Germany and South Africa: SBI report - CNBCTV18","The number of bank branches per 100,000 adults in the country rose from 13.6 in 2015 to 14.7 in 2020.",
Ether And Bitcoin Surge Towards Record Highs As Crypto Market Passes $3 Trillion - Forbes,"Ether, the world’s second-largest cryptocurrency by market cap, reached an all-time high Monday morning.",
This Custom Royal Enfield Classic 500 Bobber Gets Air Suspension! - GaadiWaadi.com,"Here, we bring you a Royal Enfield 500-based bobber from Indonesia, which features a beautiful design and air suspension",
"Hero Motocorp Q2 Results: PAT declines to Rs 794 crore, revenues dip to Rs 8,453 crore - Moneycontrol.com","Positive economic signs, encouraging farm activities and increased need for personal mobility is likely to restart the momentum in the two‐wheeler industry.",
"ONGC Q2 net jumps 565% to Rs 18,348 cr; firm to pay Rs 5.5 interim dividend - Business Standard","Revenue rose 44% to Rs 24,353 cr",
Explained: The integrated ombudsman scheme launched by RBI - Moneycontrol.com,A unified ombudsman scheme will encompass customer grievance across different RBI regulated entities.,
India's Central Bank RBI Reiterates 'Serious Concerns' About Crypto — Governor Doubts Reports on Indian Crypto Investors – Regulation Bitcoin News - Bitcoin News,"India's central bank (RBI) still has ""serious concerns"" about cryptocurrency from a macroeconomic and financial stability standpoint.",
Tata Consumer Products to acquire Tata SmartFoodz for Rs 395 crore - Moneycontrol,"TCPL has signed a definitive agreement to acquire 100 per cent equity shares of TSFL, a deal which will help the Tata group FMCG arm to enter into the 'Ready to Eat' category, said a joint statement.",
Retail inflation rises marginally to 4.48% in October, IIP grows 3.1% in September - Times of India,India Business News: Retail inflation based on consumer price index (CPI) for the month of October rises marginally to 4.48 per cent as against 4.35 per cent recorded in S
Go Fashion IPO: Price band fixed at ₹655-690 per share, check details - Mint,"The bidding for anchor investors will open on 16 November..Investors can place the bids for a minimum of 21 equity shares and in multiples of 21 shares thereafter, Go Fashion said."
J&K Bank reports Q2 net profit at Rs 111 cr - Greater Kashmir,null,
"""What Is This Paytime?"" His Dad Asked. Paytm IPO Made Him A Millionaire - NDTV","Electronics engineer Siddharth Pandey will become a millionaire after the country's biggest ever public issue, but he says he had to overcome his father's opposition to join fintech firm Paytm when it was a fledgling start-up nine years ago.",
Gainers & Losers: 10 stocks that moved the most on November 12 - Moneycontrol.com,"On the sectoral front, IT, power, capital goods and realty rose 1 percent each. The BSE midcap and smallcap indices ended in the green.",
"MobiKwik launches RuPay Card in partnership with NPCI, Axis Bank. All you need to know - Mint","The card users will automatically qualify for MobiKwik Zip, a flagship BNPL (buy now, pay later) product, which provides up to  ₹30,000 credit in the user’s wallet",
Healthcare giant Johnson & Johnson to split into two companies - The Indian Express,Johnson & Johnson said it will separate its consumer health business into a new publicly traded company echoing a move by rivals GlaxoSmithKline plc and Pfizer Inc which plan to spin off their joint consumer health business next year.,
"Coal India Q2 results: Co posts consolidated PAT at Rs 2,936 cr, misses estimate - Economic Times","Coal Indias consolidated revenues from operations grew 10.1 per cent on-year to Rs. 23, 291.1 crore for the reported quarter, which was largely in line with Streets estimate.",
"Vodafone Idea Q2 Results: Net loss narrows to Rs 7,132 crore, ARPU up at Rs 109 - CNBCTV18","Vodafone Idea reported a consolidated revenue of Rs 9,406.4 crore for the quarter ended September, up 2.8 percent on a quarter-on-quarter basis.",
Ruchir Sharma quits Morgan Stanley after 25 years - Economic Times,"Ruchir Sharma who was the Head of Emerging Markets and Chief Global Strategist at Morgan Stanley Investment Management, has quit the firm after 25 years.",
India Opens Government Bonds To Individual Buyers: 10 Points - NDTV,India opened its $1 trillion government bond market to individual investors today as it seeks help from the public to fund its ambitious spending plans.,
India's newest billionaire Falguni Nayar built a beauty empire - CNN,Prosecutors in the trial of three White men charged in Ahmaud Arbery's killing played for jurors Thursday a recorded deposition of a man who owned the under-construction home that has been a central focus in the case.,
Indian Crypto Exchange WazirX Says Userbase Has Grown Tenfold in 2021 - CoinDesk,The exchange has also recorded trading volume of over $38 billion year to date.,
Berger beats Asian Paints on parameter which now matters the most - Mint,The brokerage firm has revised its rating from Hold to Buy stance on the Tata group multibagger stock,
